School,Opponent,Date,Season,AtHome,NeutralLocation,Score,OppScore,Total,Outcome,Spread,Season.Type,GameNumber,PassCmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,XPM,XPA,XPPercent,FGM,FGA,FGPercent,KickPts,Fum,Int,TotalTO,SeasonRanking
Kansas State,Central Arkansas,2017-09-02,2017-18,1,0,55,19,74,W,36,Regular,1,10,16,62.5,333,4,31,186,6.0,2,7,7,100.0,2,3,66.7,13,0,0,0,18.666666666666668
Louisiana Tech,Northwestern State,2017-09-02,2017-18,1,0,52,24,76,W,28,Regular,1,18,35,51.4,276,2,37,221,6.0,3,7,7,100.0,1,2,50.0,10,3,0,3,-1.0
Marshall,Miami (OH),2017-09-02,2017-18,1,0,31,26,57,W,5,Regular,1,20,30,66.7,208,1,25,59,2.4,0,4,4,100.0,1,1,100.0,7,1,1,2,-1.0
Mississippi State,Charleston Southern,2017-09-02,2017-18,1,0,49,0,49,W,49,Regular,1,20,36,55.6,274,3,50,281,5.6,3,6,6,100.0,1,3,33.3,9,0,0,0,20.75
Missouri,Missouri State,2017-09-02,2017-18,1,0,72,43,115,W,29,Regular,1,21,34,61.8,521,7,41,294,7.2,3,9,10,90.0,1,1,100.0,12,1,1,2,-1.0
Nebraska,Arkansas State,2017-09-02,2017-18,1,0,43,36,79,W,7,Regular,1,19,32,59.4,238,2,38,225,5.9,2,5,5,100.0,2,2,100.0,11,0,0,0,-1.0
New Mexico,Abilene Christian,2017-09-02,2017-18,1,0,38,14,52,W,24,Regular,1,12,18,66.7,222,1,40,259,6.5,3,5,5,100.0,1,1,100.0,8,2,0,2,-1.0
North Carolina,California,2017-09-02,2017-18,1,0,30,35,65,L,-5,Regular,1,25,44,56.8,221,1,45,219,4.9,3,3,3,100.0,1,2,50.0,6,1,2,3,-1.0
North Texas,Lamar,2017-09-02,2017-18,1,0,59,14,73,W,45,Regular,1,17,24,70.8,232,3,59,438,7.4,5,8,8,100.0,1,1,100.0,11,1,0,1,-1.0
Northwestern,Nevada,2017-09-02,2017-18,1,0,31,20,51,W,11,Regular,1,28,38,73.7,352,2,50,156,3.1,2,4,4,100.0,1,2,50.0,7,1,1,2,21.333333333333332
Notre Dame,Temple,2017-09-02,2017-18,1,0,49,16,65,W,33,Regular,1,17,30,56.7,184,2,44,422,9.6,5,7,7,100.0,0,2,0.0,7,0,1,1,14.666666666666666
Ohio,Hampton,2017-09-02,2017-18,1,0,59,0,59,W,59,Regular,1,13,19,68.4,172,1,53,248,4.7,7,6,8,75.0,1,1,100.0,9,0,1,1,6.933333333333334
Old Dominion,Albany,2017-09-02,2017-18,1,0,31,17,48,W,14,Regular,1,18,26,69.2,187,1,31,98,3.2,3,4,4,100.0,1,1,100.0,7,1,2,3,-1.0
Mississippi,South Alabama,2017-09-02,2017-18,1,0,47,27,74,W,20,Regular,1,28,35,80.0,429,4,29,102,3.5,1,4,5,80.0,2,3,66.7,10,1,0,1,-1.0
Oregon State,Portland State,2017-09-02,2017-18,1,0,35,32,67,W,3,Regular,2,18,25,72.0,235,1,32,154,4.8,3,5,5,100.0,0,1,0.0,5,1,1,2,-1.0
Penn State,Akron,2017-09-02,2017-18,1,0,52,0,52,W,52,Regular,1,21,31,67.7,322,2,34,247,7.3,4,7,7,100.0,1,2,50.0,10,0,1,1,6.333333333333333
Pittsburgh,Youngstown State,2017-09-02,2017-18,1,0,28,21,49,W,7,Regular,1,17,24,70.8,140,1,53,208,3.9,3,4,4,100.0,0,2,0.0,4,1,0,1,-1.0
South Florida,Stony Brook,2017-09-02,2017-18,1,0,31,17,48,W,14,Regular,2,19,32,59.4,186,2,49,153,3.1,2,4,4,100.0,1,1,100.0,7,0,1,1,18.642857142857142
Southern Mississippi,Kentucky,2017-09-02,2017-18,1,0,17,24,41,L,-7,Regular,1,22,40,55.0,309,2,38,55,1.4,0,2,2,100.0,1,1,100.0,5,3,0,3,-1.0
Texas,Maryland,2017-09-02,2017-18,1,0,41,51,92,L,-10,Regular,1,34,53,64.2,375,2,31,98,3.2,1,5,5,100.0,0,2,0.0,5,1,1,2,23.0
Texas State,Houston Baptist,2017-09-02,2017-18,1,0,20,11,31,W,9,Regular,1,18,28,64.3,135,0,41,155,3.8,2,2,2,100.0,2,2,100.0,8,1,1,2,-1.0
Tulane,Grambling State,2017-09-02,2017-18,1,0,43,14,57,W,29,Regular,1,10,15,66.7,185,3,51,296,5.8,3,4,6,66.7,1,1,100.0,7,0,0,0,-1.0
Alabama-Birmingham,Alabama A&M,2017-09-02,2017-18,1,0,38,7,45,W,31,Regular,1,12,22,54.5,165,2,58,259,4.5,2,5,5,100.0,1,1,100.0,8,1,0,1,-1.0
Nevada-Las Vegas,Howard,2017-09-02,2017-18,1,0,40,43,83,L,-3,Regular,1,11,21,52.4,220,1,46,344,7.5,3,4,4,100.0,4,6,66.7,16,3,0,3,-1.0
Appalachian State,Savannah State,2017-09-09,2017-18,1,0,54,7,61,W,47,Regular,2,16,22,72.7,345,5,47,274,5.8,2,7,7,100.0,1,1,100.0,10,2,0,2,-1.0
Arizona,Houston,2017-09-09,2017-18,1,0,16,19,35,L,-3,Regular,2,22,37,59.5,219,0,39,152,3.9,1,1,1,100.0,3,4,75.0,10,1,1,2,25.0
Arkansas,Texas Christian,2017-09-09,2017-18,1,0,7,28,35,L,-21,Regular,2,9,23,39.1,138,1,31,129,4.2,0,1,1,100.0,0,2,0.0,1,1,0,1,-1.0
Army,Buffalo,2017-09-09,2017-18,1,0,21,17,38,W,4,Regular,2,2,8,25.0,17,0,66,322,4.9,3,3,3,100.0,0,1,0.0,3,0,0,0,-1.0
Ball State,Alabama-Birmingham,2017-09-09,2017-18,1,0,51,31,82,W,20,Regular,2,23,35,65.7,217,2,41,168,4.1,4,6,7,85.7,1,2,50.0,9,0,0,0,-1.0
Baylor,Texas-San Antonio,2017-09-09,2017-18,1,0,10,17,27,L,-7,Regular,2,11,27,40.7,137,1,31,137,4.4,0,1,1,100.0,1,1,100.0,4,0,1,1,-1.0
Boston College,Wake Forest,2017-09-09,2017-18,1,0,10,34,44,L,-24,Regular,2,18,41,43.9,163,1,41,142,3.5,0,1,1,100.0,1,1,100.0,4,1,3,4,-1.0
Bowling Green State,South Dakota,2017-09-09,2017-18,1,0,27,35,62,L,-8,Regular,2,20,49,40.8,311,2,34,161,4.7,0,1,1,100.0,4,4,100.0,13,2,1,3,-1.0
Brigham Young,Utah,2017-09-09,2017-18,1,0,13,19,32,L,-6,Regular,3,21,39,53.8,170,1,24,63,2.6,1,1,1,100.0,0,1,0.0,1,0,3,3,-1.0
California,Weber State,2017-09-09,2017-18,1,0,33,20,53,W,13,Regular,2,20,28,71.4,200,0,34,231,6.8,4,3,4,75.0,2,2,100.0,9,1,0,1,-1.0
Clemson,Auburn,2017-09-09,2017-18,1,0,14,6,20,W,8,Regular,2,20,31,64.5,185,0,36,96,2.7,2,2,2,100.0,0,1,0.0,2,2,0,2,3.3333333333333335
Colorado,Texas State,2017-09-09,2017-18,1,0,37,3,40,W,34,Regular,2,23,36,63.9,339,1,39,94,2.4,2,4,4,100.0,3,3,100.0,13,0,0,0,-1.0
Colorado State,Abilene Christian,2017-09-09,2017-18,1,0,38,10,48,W,28,Regular,3,25,40,62.5,342,3,38,273,7.2,2,5,5,100.0,1,1,100.0,8,1,1,2,-1.0
Duke,Northwestern,2017-09-09,2017-18,1,0,41,17,58,W,24,Regular,2,29,45,64.4,305,2,59,233,3.9,3,5,5,100.0,2,2,100.0,11,1,1,2,-1.0
Georgia Tech,Jacksonville State,2017-09-09,2017-18,1,0,37,10,47,W,27,Regular,2,5,7,71.4,112,3,49,210,4.3,2,4,5,80.0,1,1,100.0,7,0,0,0,-1.0
Idaho,Nevada-Las Vegas,2017-09-09,2017-18,1,0,16,44,60,L,-28,Regular,2,22,34,64.7,261,1,36,123,3.4,1,1,2,50.0,1,2,50.0,4,0,1,1,-1.0
Illinois,Western Kentucky,2017-09-09,2017-18,1,0,20,7,27,W,13,Regular,2,14,25,56.0,107,0,50,193,3.9,1,2,2,100.0,2,2,100.0,8,0,1,1,-1.0
Iowa State,Iowa,2017-09-09,2017-18,1,0,41,44,85,L,-3,Regular,2,25,46,54.3,347,4,26,120,4.6,1,5,5,100.0,2,2,100.0,11,0,1,1,19.5
Kansas,Central Michigan,2017-09-09,2017-18,1,0,27,45,72,L,-18,Regular,2,32,62,51.6,323,0,34,147,4.3,3,3,3,100.0,2,3,66.7,9,0,2,2,-1.0
Kansas State,Charlotte,2017-09-09,2017-18,1,0,55,7,62,W,48,Regular,2,17,23,73.9,189,0,51,304,6.0,5,7,7,100.0,2,2,100.0,13,0,0,0,18.666666666666668
Kent State,Howard,2017-09-09,2017-18,1,0,38,31,69,W,7,Regular,2,8,16,50.0,105,2,53,294,5.5,3,4,4,100.0,0,1,0.0,4,2,0,2,-1.0
Kentucky,Eastern Kentucky,2017-09-09,2017-18,1,0,27,16,43,W,11,Regular,2,16,24,66.7,229,1,39,207,5.3,2,3,3,100.0,2,3,66.7,9,0,0,0,-1.0
Louisiana Tech,Mississippi State,2017-09-09,2017-18,1,0,21,57,78,L,-36,Regular,2,13,30,43.3,163,1,50,152,3.0,1,1,2,50.0,2,2,100.0,7,2,1,3,-1.0
Louisiana State,Chattanooga,2017-09-09,2017-18,1,0,45,10,55,W,35,Regular,2,9,18,50.0,232,1,46,222,4.8,4,6,6,100.0,1,3,33.3,9,0,0,0,19.076923076923077
Miami (OH),Austin Peay,2017-09-09,2017-18,1,0,31,10,41,W,21,Regular,2,11,22,50.0,145,3,49,150,3.1,1,4,4,100.0,1,1,100.0,7,3,0,3,-1.0
Michigan,Cincinnati,2017-09-09,2017-18,1,0,36,14,50,W,22,Regular,2,17,29,58.6,221,2,37,193,5.2,0,4,4,100.0,2,2,100.0,10,2,0,2,13.916666666666666
Missouri,South Carolina,2017-09-09,2017-18,1,0,13,31,44,L,-18,Regular,2,14,32,43.8,245,1,37,178,4.8,0,1,1,100.0,2,3,66.7,7,1,2,3,-1.0
Nevada,Toledo,2017-09-09,2017-18,1,0,24,37,61,L,-13,Regular,2,19,37,51.4,277,2,24,109,4.5,1,3,3,100.0,1,1,100.0,6,1,1,2,-1.0
North Carolina State,Marshall,2017-09-09,2017-18,1,0,37,20,57,W,17,Regular,2,29,36,80.6,341,3,33,144,4.4,2,4,5,80.0,1,1,100.0,7,0,0,0,20.625
Northern Illinois,Eastern Illinois,2017-09-09,2017-18,1,0,38,10,48,W,28,Regular,2,24,35,68.6,269,3,47,230,4.9,2,5,5,100.0,1,3,33.3,8,2,1,3,-1.0
Notre Dame,Georgia,2017-09-09,2017-18,1,0,19,20,39,L,-1,Regular,2,20,40,50.0,210,0,37,55,1.5,1,1,1,100.0,4,4,100.0,13,2,0,2,14.666666666666666
Ohio State,Oklahoma,2017-09-09,2017-18,1,0,16,31,47,L,-15,Regular,2,19,35,54.3,183,0,34,167,4.9,1,1,1,100.0,3,3,100.0,10,0,1,1,-1.0
Mississippi,Tennessee-Martin,2017-09-09,2017-18,1,0,45,23,68,W,22,Regular,2,32,43,74.4,489,5,18,54,3.0,1,6,6,100.0,1,2,50.0,9,0,1,1,-1.0
Oregon,Nebraska,2017-09-09,2017-18,1,0,42,35,77,W,7,Regular,2,25,33,75.8,365,3,44,201,4.6,3,6,6,100.0,0,1,0.0,6,1,1,2,24.0
Penn State,Pittsburgh,2017-09-09,2017-18,1,0,33,14,47,W,19,Regular,2,15,28,53.6,164,3,24,148,6.2,1,4,4,100.0,1,1,100.0,7,0,1,1,6.333333333333333
Rutgers,Eastern Michigan,2017-09-09,2017-18,1,0,13,16,29,L,-3,Regular,2,17,38,44.7,198,0,30,128,4.3,1,1,1,100.0,2,2,100.0,7,0,2,2,-1.0
Southern Methodist,North Texas,2017-09-09,2017-18,1,0,54,32,86,W,22,Regular,2,22,41,53.7,394,5,34,99,2.9,2,7,7,100.0,1,1,100.0,10,0,1,1,-1.0
Southern Mississippi,Southern,2017-09-09,2017-18,1,0,45,0,45,W,45,Regular,2,20,32,62.5,280,2,44,197,4.5,2,6,6,100.0,1,2,50.0,9,2,0,2,-1.0
Syracuse,Middle Tennessee State,2017-09-09,2017-18,1,0,23,30,53,L,-7,Regular,2,27,44,61.4,182,0,49,126,2.6,2,2,2,100.0,3,4,75.0,11,1,1,2,-1.0
Temple,Villanova,2017-09-09,2017-18,1,0,16,13,29,W,3,Regular,2,20,34,58.8,274,0,27,79,2.9,1,1,1,100.0,3,4,75.0,10,0,0,0,-1.0
Texas,San Jose State,2017-09-09,2017-18,1,0,56,0,56,W,56,Regular,2,16,29,55.2,217,1,59,406,6.9,6,8,8,100.0,0,1,0.0,8,0,0,0,23.0
Texas A&M,Nicholls State,2017-09-09,2017-18,1,0,24,14,38,W,10,Regular,2,24,36,66.7,198,1,47,195,4.1,2,3,3,100.0,1,2,50.0,6,0,0,0,24.0
Troy,Alabama State,2017-09-09,2017-18,1,0,34,7,41,W,27,Regular,2,33,42,78.6,354,0,35,251,7.2,5,4,4,100.0,0,1,0.0,4,0,1,1,-1.0
Vanderbilt,Alabama A&M,2017-09-09,2017-18,1,0,42,0,42,W,42,Regular,2,19,26,73.1,227,4,35,174,5.0,2,6,6,100.0,0,1,0.0,6,0,0,0,-1.0
Virginia,Indiana,2017-09-09,2017-18,1,0,17,34,51,L,-17,Regular,2,39,66,59.1,259,1,25,55,2.2,1,2,2,100.0,1,1,100.0,5,0,0,0,-1.0
Colorado,Northern Colorado,2017-09-16,2017-18,1,0,41,21,62,W,20,Regular,3,29,41,70.7,357,4,39,212,5.4,1,5,5,100.0,2,2,100.0,11,2,1,3,-1.0
Duke,Baylor,2017-09-16,2017-18,1,0,34,20,54,W,14,Regular,3,20,35,57.1,184,0,51,246,4.8,3,4,4,100.0,2,3,66.7,10,1,1,2,-1.0
East Carolina,Virginia Tech,2017-09-16,2017-18,1,0,17,64,81,L,-47,Regular,3,11,30,36.7,241,2,31,40,1.3,0,2,2,100.0,1,2,50.0,5,2,1,3,-1.0
Florida,Tennessee,2017-09-16,2017-18,1,0,26,20,46,W,6,Regular,2,18,28,64.3,212,2,29,168,5.8,0,2,2,100.0,2,2,100.0,8,2,1,3,21.333333333333332
Houston,Rice,2017-09-16,2017-18,1,0,38,3,41,W,35,Regular,2,34,38,89.5,354,2,37,130,3.5,3,5,5,100.0,1,2,50.0,8,0,0,0,-1.0
Iowa,North Texas,2017-09-16,2017-18,1,0,31,14,45,W,17,Regular,3,16,27,59.3,197,2,59,238,4.0,2,4,4,100.0,1,1,100.0,7,2,0,2,-1.0
Miami (OH),Cincinnati,2017-09-16,2017-18,1,0,17,21,38,L,-4,Regular,3,16,31,51.6,221,1,32,70,2.2,1,2,2,100.0,1,1,100.0,5,0,1,1,-1.0
Michigan,Air Force,2017-09-16,2017-18,1,0,29,13,42,W,16,Regular,3,14,23,60.9,169,0,42,190,4.5,1,2,2,100.0,5,5,100.0,17,1,0,1,13.916666666666666
Minnesota,Middle Tennessee State,2017-09-16,2017-18,1,0,34,3,37,W,31,Regular,3,11,18,61.1,122,0,47,221,4.7,3,4,4,100.0,2,2,100.0,10,0,0,0,-1.0
Mississippi State,Louisiana State,2017-09-16,2017-18,1,0,37,7,44,W,30,Regular,3,15,23,65.2,180,2,48,285,5.9,2,4,4,100.0,3,3,100.0,13,0,0,0,20.75
Nebraska,Northern Illinois,2017-09-16,2017-18,1,0,17,21,38,L,-4,Regular,3,25,47,53.2,299,0,36,85,2.4,2,2,2,100.0,1,2,50.0,5,0,3,3,-1.0
New Mexico State,Troy,2017-09-16,2017-18,1,0,24,27,51,L,-3,Regular,3,32,45,71.1,331,3,16,75,4.7,0,1,2,50.0,1,1,100.0,4,0,0,0,-1.0
North Carolina State,Furman,2017-09-16,2017-18,1,0,49,16,65,W,33,Regular,3,24,30,80.0,248,1,39,242,6.2,5,7,7,100.0,0,1,0.0,7,0,0,0,20.625
Ohio,Kansas,2017-09-16,2017-18,1,0,42,30,72,W,12,Regular,3,16,22,72.7,254,3,41,196,4.8,2,4,4,100.0,2,2,100.0,10,0,1,1,6.933333333333334
Ohio State,Army,2017-09-16,2017-18,1,0,38,7,45,W,31,Regular,3,29,37,78.4,316,2,32,270,8.4,3,5,5,100.0,1,1,100.0,8,0,0,0,-1.0
Old Dominion,North Carolina,2017-09-16,2017-18,1,0,23,53,76,L,-30,Regular,3,14,32,43.8,214,2,33,102,3.1,0,2,2,100.0,1,2,50.0,5,2,1,3,-1.0
Penn State,Georgia State,2017-09-16,2017-18,1,0,56,0,56,W,56,Regular,3,21,29,72.4,360,5,24,166,6.9,3,8,8,100.0,0,1,0.0,8,0,0,0,6.333333333333333
Rutgers,Morgan State,2017-09-16,2017-18,1,0,65,0,65,W,65,Regular,3,13,19,68.4,152,2,54,326,6.0,7,8,8,100.0,1,1,100.0,11,1,0,1,-1.0
San Diego State,Stanford,2017-09-16,2017-18,1,0,20,17,37,W,3,Regular,3,21,29,72.4,187,1,48,172,3.6,1,2,2,100.0,2,3,66.7,8,0,0,0,21.6
South Alabama,Alabama A&M,2017-09-16,2017-18,1,0,45,0,45,W,45,Regular,3,9,13,69.2,255,2,39,158,4.1,2,6,6,100.0,1,1,100.0,9,0,0,0,-1.0
South Carolina,Kentucky,2017-09-16,2017-18,1,0,13,23,36,L,-10,Regular,3,24,37,64.9,304,2,20,54,2.7,0,1,2,50.0,0,3,0.0,1,0,2,2,-1.0
Syracuse,Central Michigan,2017-09-16,2017-18,1,0,41,17,58,W,24,Regular,3,19,35,54.3,279,2,44,300,6.8,2,5,5,100.0,2,2,100.0,11,2,1,3,-1.0
Texas State,Appalachian State,2017-09-16,2017-18,1,0,13,20,33,L,-7,Regular,3,23,35,65.7,260,1,37,125,3.4,0,1,1,100.0,2,3,66.7,7,0,1,1,-1.0
Texas Tech,Arizona State,2017-09-16,2017-18,1,0,52,45,97,W,7,Regular,2,37,50,74.0,543,6,29,72,2.5,1,7,7,100.0,1,1,100.0,10,1,0,1,-1.0
Toledo,Tulsa,2017-09-16,2017-18,1,0,54,51,105,W,3,Regular,3,22,33,66.7,458,6,33,221,6.7,1,5,6,83.3,1,1,100.0,8,0,1,1,-1.0
Alabama-Birmingham,Coastal Carolina,2017-09-16,2017-18,1,0,30,23,53,W,7,Regular,3,8,15,53.3,105,0,47,169,3.6,4,3,4,75.0,1,1,100.0,6,1,0,1,-1.0
Southern California,Texas,2017-09-16,2017-18,1,0,27,24,51,W,3,Regular,3,28,51,54.9,397,3,37,71,1.9,0,3,3,100.0,2,3,66.7,9,0,2,2,10.0
Utah,San Jose State,2017-09-16,2017-18,1,0,54,16,70,W,38,Regular,3,30,44,68.2,341,4,40,160,4.0,2,6,6,100.0,4,4,100.0,18,2,1,3,22.0
Texas-San Antonio,Southern,2017-09-16,2017-18,1,0,51,17,68,W,34,Regular,2,24,30,80.0,335,4,39,167,4.3,3,6,7,85.7,1,1,100.0,9,2,2,4,-1.0
Virginia,Connecticut,2017-09-16,2017-18,1,0,38,18,56,W,20,Regular,3,30,40,75.0,455,3,31,171,5.5,2,5,5,100.0,1,1,100.0,8,0,1,1,-1.0
Wake Forest,Utah State,2017-09-16,2017-18,1,0,46,10,56,W,36,Regular,3,16,27,59.3,297,2,59,291,4.9,3,5,5,100.0,3,3,100.0,14,0,0,0,-1.0
Washington State,Oregon State,2017-09-16,2017-18,1,0,52,23,75,W,29,Regular,3,42,58,72.4,431,6,16,60,3.8,0,7,7,100.0,1,2,50.0,10,0,0,0,17.153846153846153
West Virginia,Delaware State,2017-09-16,2017-18,1,0,59,16,75,W,43,Regular,3,24,34,70.6,334,4,35,204,5.8,4,8,8,100.0,1,1,100.0,11,2,1,3,22.666666666666668
Western Kentucky,Louisiana Tech,2017-09-16,2017-18,1,0,22,23,45,L,-1,Regular,3,25,35,71.4,226,0,41,141,3.4,3,2,2,100.0,0,1,0.0,2,0,0,0,-1.0
Western Michigan,Idaho,2017-09-16,2017-18,1,0,37,28,65,W,9,Regular,3,21,31,67.7,212,1,42,135,3.2,3,2,3,66.7,3,3,100.0,11,1,0,1,-1.0
Wyoming,Oregon,2017-09-16,2017-18,1,0,13,49,62,L,-36,Regular,3,10,25,40.0,66,0,32,117,3.7,1,1,1,100.0,2,2,100.0,7,1,1,2,-1.0
South Florida,Illinois,2017-09-15,2017-18,1,0,47,23,70,W,24,Regular,3,17,32,53.1,304,4,66,376,5.7,2,5,6,83.3,2,3,66.7,11,0,1,1,18.642857142857142
Temple,Massachusetts,2017-09-15,2017-18,1,0,29,21,50,W,8,Regular,3,24,39,61.5,268,3,34,119,3.5,0,2,3,66.7,3,4,75.0,11,0,0,0,-1.0
Texas-El Paso,Arizona,2017-09-15,2017-18,1,0,16,63,79,L,-47,Regular,3,18,39,46.2,201,1,14,17,1.2,1,1,2,50.0,1,1,100.0,4,1,1,2,-1.0
Alabama,Fresno State,2017-09-09,2017-18,1,0,41,10,51,W,31,Regular,2,20,27,74.1,192,2,39,305,7.8,3,5,5,100.0,2,2,100.0,11,0,0,0,1.4666666666666666
Houston,Texas Tech,2017-09-23,2017-18,1,0,24,27,51,L,-3,Regular,3,32,52,61.5,317,2,31,110,3.5,1,3,3,100.0,1,1,100.0,6,3,2,5,-1.0
Indiana,Georgia Southern,2017-09-23,2017-18,1,0,52,17,69,W,35,Regular,3,11,22,50.0,185,2,47,282,6.0,3,7,7,100.0,1,1,100.0,10,0,0,0,-1.0
Iowa,Penn State,2017-09-23,2017-18,1,0,19,21,40,L,-2,Regular,4,13,22,59.1,191,2,23,82,3.6,1,1,1,100.0,0,1,0.0,1,1,0,1,-1.0
Kansas,West Virginia,2017-09-23,2017-18,1,0,34,56,90,L,-22,Regular,4,17,34,50.0,197,1,50,367,7.3,3,4,4,100.0,2,2,100.0,10,1,2,3,-1.0
Kentucky,Florida,2017-09-23,2017-18,1,0,27,28,55,L,-1,Regular,4,18,27,66.7,220,3,32,120,3.8,0,3,3,100.0,2,4,50.0,9,0,0,0,-1.0
Maryland,Central Florida,2017-09-23,2017-18,1,0,10,38,48,L,-28,Regular,3,17,28,60.7,155,1,37,42,1.1,0,1,1,100.0,1,2,50.0,4,0,2,2,-1.0
Miami (FL),Toledo,2017-09-23,2017-18,1,0,52,30,82,W,22,Regular,2,27,36,75.0,333,3,26,254,9.8,4,7,7,100.0,1,1,100.0,10,0,1,1,9.866666666666667
Michigan State,Notre Dame,2017-09-23,2017-18,1,0,18,38,56,L,-20,Regular,3,32,53,60.4,345,2,32,151,4.7,0,1,1,100.0,1,1,100.0,4,2,1,3,19.5
Middle Tennessee State,Bowling Green State,2017-09-23,2017-18,1,0,24,13,37,W,11,Regular,4,24,32,75.0,290,2,43,243,5.7,1,3,3,100.0,1,1,100.0,6,2,1,3,-1.0
Navy,Cincinnati,2017-09-23,2017-18,1,0,42,32,74,W,10,Regular,3,2,3,66.7,53,1,72,569,7.9,5,6,6,100.0,0,1,0.0,6,1,0,1,24.0
Nebraska,Rutgers,2017-09-23,2017-18,1,0,27,17,44,W,10,Regular,4,13,26,50.0,109,2,47,197,4.2,1,3,3,100.0,2,2,100.0,9,0,2,2,-1.0
North Carolina,Duke,2017-09-23,2017-18,1,0,17,27,44,L,-10,Regular,4,17,32,53.1,259,1,33,118,3.6,1,2,2,100.0,1,1,100.0,5,0,1,1,-1.0
North Texas,Alabama-Birmingham,2017-09-23,2017-18,1,0,46,43,89,W,3,Regular,4,15,29,51.7,261,3,44,287,6.5,2,4,4,100.0,4,4,100.0,16,2,0,2,-1.0
Ohio State,Nevada-Las Vegas,2017-09-23,2017-18,1,0,54,21,75,W,33,Regular,4,31,44,70.5,474,7,40,190,4.8,0,7,7,100.0,1,1,100.0,10,2,1,3,-1.0
Oklahoma State,Texas Christian,2017-09-23,2017-18,1,0,31,44,75,L,-13,Regular,4,22,42,52.4,398,2,31,101,3.3,2,4,4,100.0,1,1,100.0,7,1,3,4,13.2
Purdue,Michigan,2017-09-23,2017-18,1,0,10,28,38,L,-18,Regular,4,13,30,43.3,159,1,20,30,1.5,0,1,1,100.0,1,1,100.0,4,1,0,1,-1.0
San Jose State,Utah State,2017-09-23,2017-18,1,0,10,61,71,L,-51,Regular,5,8,22,36.4,54,0,37,108,2.9,0,1,1,100.0,1,1,100.0,4,4,1,5,-1.0
Southern Methodist,Arkansas State,2017-09-23,2017-18,1,0,44,21,65,W,23,Regular,4,16,32,50.0,266,2,54,311,5.8,4,5,6,83.3,1,2,50.0,8,0,0,0,-1.0
South Alabama,Idaho,2017-09-23,2017-18,1,0,23,29,52,L,-6,Regular,4,11,26,42.3,106,0,48,244,5.1,2,2,2,100.0,3,4,75.0,11,0,1,1,-1.0
South Carolina,Louisiana Tech,2017-09-23,2017-18,1,0,17,16,33,W,1,Regular,4,22,35,62.9,295,1,31,154,5.0,1,2,2,100.0,1,3,33.3,5,1,1,2,-1.0
Stanford,UCLA,2017-09-23,2017-18,1,0,58,34,92,W,24,Regular,4,16,24,66.7,148,2,45,405,9.0,5,7,7,100.0,3,3,100.0,16,1,0,1,18.454545454545453
Tennessee,Massachusetts,2017-09-23,2017-18,1,0,17,13,30,W,4,Regular,4,19,32,59.4,184,1,39,135,3.5,1,2,2,100.0,1,2,50.0,5,1,0,1,22.666666666666668
Troy,Akron,2017-09-23,2017-18,1,0,22,17,39,W,5,Regular,4,28,42,66.7,314,1,28,181,6.5,2,1,2,50.0,1,2,50.0,4,1,0,1,-1.0
Tulsa,New Mexico,2017-09-23,2017-18,1,0,13,16,29,L,-3,Regular,4,13,27,48.1,131,0,31,155,5.0,1,1,1,100.0,2,2,100.0,7,0,1,1,-1.0
Virginia Tech,Old Dominion,2017-09-23,2017-18,1,0,38,0,38,W,38,Regular,4,21,32,65.6,311,3,57,271,4.8,2,5,5,100.0,1,2,50.0,8,0,1,1,17.285714285714285
Washington State,Nevada,2017-09-23,2017-18,1,0,45,7,52,W,38,Regular,4,38,50,76.0,505,5,34,55,1.6,1,6,6,100.0,1,1,100.0,9,1,1,2,17.153846153846153
Western Kentucky,Ball State,2017-09-23,2017-18,1,0,33,21,54,W,12,Regular,4,28,44,63.6,319,1,30,52,1.7,2,3,3,100.0,2,2,100.0,9,0,2,2,-1.0
Wyoming,Hawaii,2017-09-23,2017-18,1,0,28,21,49,W,7,Regular,4,9,19,47.4,92,1,29,177,6.1,2,4,4,100.0,0,1,0.0,4,0,0,0,-1.0
Arizona,Utah,2017-09-22,2017-18,1,0,24,30,54,L,-6,Regular,4,24,42,57.1,248,1,42,200,4.8,2,3,3,100.0,1,3,33.3,6,2,3,5,25.0
South Florida,Temple,2017-09-21,2017-18,1,0,43,7,50,W,36,Regular,4,8,20,40.0,96,0,63,312,5.0,4,4,4,100.0,5,5,100.0,19,2,0,2,18.642857142857142
Alabama,Colorado State,2017-09-16,2017-18,1,0,41,23,64,W,18,Regular,3,13,21,61.9,248,2,39,239,6.1,3,5,5,100.0,2,3,66.7,11,0,0,0,1.4666666666666666
Auburn,Mercer,2017-09-16,2017-18,1,0,24,10,34,W,14,Regular,3,32,37,86.5,364,0,43,146,3.4,3,3,3,100.0,1,2,50.0,6,4,1,5,12.266666666666667
Ball State,Tennessee Tech,2017-09-16,2017-18,1,0,28,13,41,W,15,Regular,3,23,31,74.2,238,3,33,228,6.9,1,4,4,100.0,0,1,0.0,4,1,2,3,-1.0
Boston College,Notre Dame,2017-09-16,2017-18,1,0,20,49,69,L,-29,Regular,3,24,41,58.5,215,2,44,185,4.2,0,2,2,100.0,2,2,100.0,8,1,2,3,-1.0
Buffalo,Colgate,2017-09-16,2017-18,1,0,33,10,43,W,23,Regular,3,9,16,56.3,184,1,58,302,5.2,3,3,4,75.0,2,2,100.0,9,0,0,0,-1.0
